BlockCount,SuccessfulBlockCount,BlockPerMinute,DodgeCount,SuccessfulDodgeCount,DodgePerMinute,PanicDodges,DodgeDirection,JumpCount,SprintCount,AttackCount,SuccessfulAttackCount,AttackPerMinute,DamageDealt,DamageTaken,IsDied,label
2,1,0.97,5,3,2.43,1,1,4,10,21,12,10.22,332,95,0,0
0,0,0.0,1,1,0.24,0,3,7,2,4,2,0.97,30,117,1,3
4,2,0.53,4,2,0.53,1,0,5,3,19,6,2.51,143,88,0,1
4,2,1.19,0,0,0.0,0,1,3,4,7,5,2.08,82,169,1,2
2,2,0.34,0,0,0.0,0,1,0,7,13,5,2.24,169,132,1,3
7,3,2.1,6,3,1.8,1,2,8,3,24,8,7.2,86,81,0,0
0,0,0.0,2,1,0.51,0,0,2,0,6,4,1.53,60,178,1,3
4,2,0.56,2,2,0.28,0,0,2,2,19,8,2.68,128,27,0,1
0,0,0.0,2,1,0.31,0,0,4,1,23,14,3.61,285,121,1,1
0,0,0.0,4,3,1.55,0,2,8,6,22,10,8.55,158,37,0,1
6,4,1.31,4,2,0.87,1,0,2,0,20,10,4.37,223,62,0,0
5,3,2.3,1,1,0.46,0,1,4,2,20,8,9.2,254,123,0,0
0,0,0.0,2,1,0.41,0,0,5,9,20,9,4.09,250,26,0,1
0,0,0.0,0,0,0.0,0,3,10,0,19,9,3.18,220,38,0,1
8,4,2.95,1,1,0.37,0,3,3,6,21,13,7.75,159,108,0,0
1,1,0.27,0,0,0.0,0,1,8,1,2,1,0.54,27,190,1,3
1,1,0.23,4,2,0.91,1,1,4,4,20,14,4.56,198,48,0,1
7,5,0.93,6,2,0.8,2,0,4,8,22,7,2.93,208,96,0,0
6,3,0.75,1,1,0.13,0,0,2,2,17,9,2.14,146,115,0,2
12,8,5.29,8,6,3.53,1,0,4,4,22,12,9.69,245,88,0,0
3,1,0.46,7,4,1.07,1,2,0,0,14,10,2.13,188,59,0,1
0,0,0.0,2,1,0.47,0,1,3,0,5,2,1.18,63,101,1,3
1,1,0.23,4,2,0.92,1,3,6,9,19,11,4.36,145,85,0,1
0,0,0.0,0,0,0.0,0,1,5,0,20,14,3.06,338,14,0,1
2,2,0.27,1,1,0.13,0,2,2,2,17,7,2.26,95,186,1,3
0,0,0.0,8,6,1.04,0,1,2,6,23,16,2.98,442,71,0,1
1,1,0.18,5,3,0.92,1,1,6,13,19,6,3.48,196,61,0,1
0,0,0.0,0,0,0.0,0,0,13,10,18,11,4.34,230,88,1,1
5,3,0.74,0,0,0.0,0,1,0,2,16,12,2.38,266,76,0,2
0,0,0.0,5,3,1.43,1,1,8,5,14,8,3.99,265,178,1,1
13,11,2.41,7,5,1.3,1,2,4,8,24,12,4.46,276,71,0,0
0,0,0.0,0,0,0.0,0,3,4,3,1,1,0.24,22,197,1,3
3,2,0.51,2,1,0.34,0,0,8,1,1,1,0.17,24,128,1,3
4,3,1.16,3,2,0.87,0,0,5,3,17,9,4.94,245,199,1,2
2,1,0.64,5,3,1.59,1,1,15,7,19,6,6.03,76,101,0,1
7,5,0.93,0,0,0.0,0,1,0,4,10,6,1.33,183,185,1,2
0,0,0.0,1,1,0.38,0,0,0,0,11,6,4.21,125,148,1,3
13,10,2.58,2,1,0.4,0,2,1,3,13,5,2.58,59,135,1,0
4,3,1.2,2,1,0.6,0,3,12,8,22,9,6.62,267,23,0,0
8,5,3.58,4,3,1.79,0,3,9,7,18,6,8.06,117,135,0,0
6,3,2.71,4,2,1.8,0,0,1,6,24,13,10.83,163,121,0,0
4,3,1.31,0,0,0.0,0,3,5,3,12,7,3.93,181,184,1,2
1,1,0.14,0,0,0.0,0,2,0,0,11,6,1.53,192,189,1,3
8,4,2.17,3,2,0.81,0,1,6,8,22,15,5.95,483,87,0,0
0,0,0.0,2,1,0.26,0,1,6,6,18,12,2.34,407,42,0,1
4,3,0.73,4,2,0.73,1,3,2,11,23,13,4.19,412,55,0,0
5,4,1.08,3,1,0.65,1,1,6,0,16,5,3.46,50,51,0,2
0,0,0.0,1,1,0.18,0,1,7,8,21,13,3.83,254,66,0,1
11,8,2.16,3,1,0.59,1,1,6,11,22,11,4.31,335,60,0,0
7,6,1.07,0,0,0.0,0,1,9,1,17,9,2.59,172,95,0,2
6,3,1.62,6,3,1.62,1,0,10,9,13,8,3.52,200,102,0,0
0,0,0.0,1,1,0.24,0,3,0,7,10,5,2.43,126,156,1,3
3,3,0.41,4,2,0.54,1,2,10,9,20,14,2.72,268,87,0,0
6,3,0.78,5,3,0.65,1,2,1,1,7,3,0.91,98,155,1,2
2,2,0.27,0,0,0.0,0,0,3,3,0,0,0.0,0,120,1,3
2,1,0.44,1,1,0.22,0,2,0,2,7,2,1.55,43,167,1,3
3,2,0.45,6,3,0.9,1,0,2,3,22,16,3.29,559,64,0,1
7,6,1.44,3,2,0.62,0,0,5,8,21,7,4.32,156,72,0,0
4,2,0.8,0,0,0.0,0,1,0,6,0,0,0.0,0,187,1,3
1,1,0.31,2,1,0.62,0,1,2,2,27,12,8.36,274,97,0,1
3,2,0.54,0,0,0.0,0,1,4,9,18,8,3.25,243,79,0,2
0,0,0.0,0,0,0.0,0,0,3,8,20,8,6.42,235,79,0,1
5,2,1.25,2,1,0.5,0,1,2,1,22,12,5.51,357,178,1,0
6,3,0.84,6,2,0.84,2,0,4,4,22,11,3.09,305,45,0,0
0,0,0.0,4,2,1.23,1,3,2,3,1,1,0.31,16,100,1,3
0,0,0.0,1,1,0.41,0,1,3,9,26,12,10.71,379,49,0,1
6,4,2.49,3,2,1.24,0,2,0,19,20,13,8.28,420,69,0,0
2,1,0.26,4,2,0.52,1,0,9,4,17,10,2.22,149,52,0,1
5,4,0.99,4,3,0.79,0,0,3,1,0,0,0.0,0,119,1,2
4,2,0.9,0,0,0.0,0,3,0,2,14,9,3.14,310,127,1,2
0,0,0.0,9,4,1.31,2,0,2,5,17,7,2.48,222,66,0,1
1,1,0.14,5,2,0.71,1,1,3,1,0,0,0.0,0,128,1,3
0,0,0.0,8,3,2.0,2,2,2,5,18,8,4.51,257,16,0,1
4,2,0.65,0,0,0.0,0,0,7,0,8,5,1.3,118,106,1,2
7,3,1.06,2,1,0.3,0,3,4,7,20,15,3.02,392,55,0,0
6,4,1.01,5,2,0.84,1,1,7,15,20,10,3.37,236,116,0,0
12,7,4.12,0,0,0.0,0,0,8,4,26,8,8.94,90,44,0,0
0,0,0.0,4,3,0.55,0,0,9,12,17,6,2.34,172,26,0,1
3,2,0.57,5,2,0.96,1,0,7,1,12,5,2.29,113,98,1,1
0,0,0.0,2,1,0.54,0,3,2,5,22,12,5.95,314,53,0,1
0,0,0.0,0,0,0.0,0,2,8,6,16,5,3.52,113,14,0,1
11,8,4.94,0,0,0.0,0,0,4,0,6,4,2.7,89,122,1,0
3,1,1.08,0,0,0.0,0,0,8,0,18,8,6.5,114,112,0,2
3,1,0.46,3,2,0.46,0,2,8,4,17,12,2.58,204,83,0,1
5,2,2.5,3,1,1.5,0,1,6,8,20,13,10.0,182,60,0,0
0,0,0.0,6,3,1.33,1,1,6,5,0,0,0.0,0,130,1,3
0,0,0.0,1,1,0.19,0,1,8,3,8,5,1.56,172,164,1,3
0,0,0.0,3,2,1.29,0,0,6,11,19,11,8.16,152,41,0,1
5,4,0.64,5,4,0.64,0,2,0,11,20,12,2.55,201,78,0,0
11,8,3.28,4,2,1.19,1,3,5,6,14,8,4.17,198,120,0,0
1,1,0.26,9,5,2.35,1,0,5,8,27,15,7.06,379,27,0,1
2,2,0.52,0,0,0.0,0,1,0,3,0,0,0.0,0,81,1,3
9,4,2.66,6,2,1.77,1,1,2,0,19,12,5.62,358,59,0,0
10,5,4.98,4,1,1.99,1,1,7,18,22,14,10.95,415,82,0,0
0,0,0.0,11,7,1.73,2,0,4,0,18,12,2.82,191,13,0,1
0,0,0.0,4,3,0.51,0,3,5,8,3,1,0.38,17,190,1,3
0,0,0.0,2,1,0.6,0,1,7,0,10,3,2.99,100,190,1,3
0,0,0.0,0,0,0.0,0,1,1,0,5,3,0.84,92,199,1,3
4,2,0.62,2,1,0.31,0,0,8,6,18,10,2.79,274,43,0,0
7,3,0.99,4,1,0.56,1,0,6,7,19,13,2.68,157,131,0,0
4,2,0.88,1,1,0.22,0,0,6,9,23,11,5.07,225,114,0,0
2,2,0.52,0,0,0.0,0,2,4,0,12,7,3.14,168,181,1,3
4,2,1.01,0,0,0.0,0,0,10,1,0,0,0.0,0,204,1,2
0,0,0.0,0,0,0.0,0,2,4,6,10,3,1.59,64,108,1,3
6,3,0.87,0,0,0.0,0,1,1,2,10,6,1.45,150,134,1,2
4,2,1.29,2,1,0.65,0,1,6,10,21,14,6.8,255,93,0,0
1,1,0.24,1,1,0.24,0,1,8,9,15,6,3.55,177,88,0,1
4,3,0.54,1,1,0.13,0,1,1,1,18,10,2.43,310,89,0,2
6,2,0.88,4,2,0.58,1,0,1,3,21,12,3.07,217,99,0,0
12,10,1.52,3,1,0.38,1,0,7,0,22,8,2.78,248,99,0,0
10,7,1.53,3,1,0.46,1,2,2,10,8,3,1.23,38,155,1,2
4,3,0.92,3,2,0.69,0,2,14,20,22,16,5.05,495,49,0,0
3,2,0.54,6,4,1.08,0,0,1,1,22,10,3.97,138,26,0,1
1,1,0.17,2,1,0.34,0,1,0,4,28,11,4.69,133,94,0,1
12,7,4.86,4,2,1.62,1,0,12,1,23,9,9.31,234,89,0,0
0,0,0.0,5,4,0.95,0,0,3,3,19,11,3.61,240,100,1,1
4,2,0.64,5,2,0.8,1,0,11,5,18,10,2.88,327,57,0,1
5,2,1.66,7,3,2.33,2,3,4,13,23,14,7.66,267,140,0,0
1,1,0.15,0,0,0.0,0,0,3,2,22,7,3.29,120,175,1,3
0,0,0.0,3,2,0.55,0,0,0,4,20,14,3.63,315,80,0,1
5,2,0.65,4,3,0.52,0,0,4,10,16,8,2.07,171,113,0,1
0,0,0.0,3,1,1.33,1,0,0,6,13,6,5.77,112,49,0,1
3,3,0.84,0,0,0.0,0,2,2,1,20,10,5.57,273,44,0,2
0,0,0.0,0,0,0.0,0,0,4,4,7,3,1.25,87,95,1,3
0,0,0.0,3,1,0.79,0,0,5,6,21,14,5.56,439,92,0,1
11,7,1.75,10,5,1.59,2,2,0,0,21,15,3.34,515,112,0,0
7,6,1.07,2,1,0.31,0,0,4,7,27,12,4.12,200,37,0,0
3,1,1.15,2,2,0.76,0,2,2,10,15,10,5.74,279,120,0,0
7,5,1.38,9,4,1.77,2,1,10,3,18,12,3.54,238,56,0,0
0,0,0.0,8,6,1.58,0,0,3,5,15,11,2.97,296,113,1,1
13,11,3.08,4,2,0.95,1,2,3,6,24,10,5.69,219,104,0,0
2,1,0.26,6,4,0.79,1,0,7,8,16,9,2.11,314,35,0,1
0,0,0.0,0,0,0.0,0,1,8,14,16,7,2.3,198,81,0,1
4,3,0.65,0,0,0.0,0,1,0,2,4,3,0.65,101,102,1,2
7,6,1.11,1,1,0.16,0,0,9,9,23,7,3.66,216,103,0,0
9,6,1.89,2,1,0.42,0,2,3,0,23,13,4.82,423,50,0,0
1,1,0.13,2,1,0.27,0,3,0,6,10,5,1.33,152,180,1,3
4,3,0.65,3,1,0.49,1,3,0,2,7,3,1.13,64,194,1,3
5,4,0.78,1,1,0.16,0,2,5,9,21,12,3.29,196,26,0,0
4,3,0.56,4,2,0.56,1,1,6,6,4,3,0.56,58,208,1,3
11,5,3.02,0,0,0.0,0,0,3,8,27,16,7.41,168,166,0,0
0,0,0.0,0,0,0.0,0,0,0,2,4,3,0.58,69,190,1,3
1,1,0.32,2,1,0.63,0,1,5,3,2,1,0.63,23,196,1,3
0,0,0.0,1,1,0.25,0,1,3,0,9,5,2.21,116,182,1,3
2,1,0.5,0,0,0.0,0,3,9,2,5,3,1.25,103,131,1,3
4,3,0.51,3,1,0.38,1,1,3,1,0,0,0.0,0,110,1,3
0,0,0.0,1,1,0.14,0,1,7,6,13,7,1.82,98,146,1,3
7,3,1.13,0,0,0.0,0,1,6,4,2,1,0.32,19,185,1,2
0,0,0.0,1,1,0.16,0,3,0,4,6,3,0.94,62,185,1,3
0,0,0.0,2,1,0.37,0,2,3,5,11,7,2.05,133,92,1,3
0,0,0.0,4,3,0.52,0,2,0,3,7,4,0.91,120,111,1,3
0,0,0.0,2,1,0.4,0,0,0,5,17,6,3.42,139,50,0,1
0,0,0.0,0,0,0.0,0,3,5,1,8,3,1.87,73,91,1,3
2,1,0.67,0,0,0.0,0,0,0,0,1,1,0.34,31,128,1,3
8,6,1.19,6,3,0.89,1,3,4,6,26,11,3.87,332,47,0,0
0,0,0.0,1,1,0.16,0,1,19,14,22,7,3.43,93,40,0,1
0,0,0.0,0,0,0.0,0,1,0,6,22,11,5.11,306,52,0,1
4,3,1.86,7,4,3.25,1,1,6,6,18,10,8.37,209,23,0,0
6,5,0.85,0,0,0.0,0,2,8,4,25,11,3.55,191,29,0,0
10,7,4.83,0,0,0.0,0,0,9,1,20,12,9.67,135,93,0,0
8,6,1.29,9,6,1.45,1,3,0,14,21,12,3.38,266,73,0,0
4,2,0.51,3,2,0.38,0,1,6,2,25,11,3.2,208,113,0,1
4,3,0.86,2,1,0.43,0,0,1,1,18,12,3.89,195,80,0,2
11,5,3.23,0,0,0.0,0,0,7,7,17,10,4.99,274,61,0,0
1,1,0.16,0,0,0.0,0,1,5,12,16,9,2.57,263,66,0,1
4,2,0.58,0,0,0.0,0,1,3,2,12,7,1.74,113,110,1,2
0,0,0.0,6,3,1.14,1,1,3,6,10,3,1.89,34,127,1,3
0,0,0.0,4,3,0.51,0,2,12,14,17,10,2.18,312,99,0,1
0,0,0.0,3,1,1.3,1,1,1,1,8,4,3.46,41,113,1,3
0,0,0.0,3,2,0.6,0,3,8,1,16,12,3.18,401,71,0,1
4,2,0.63,5,4,0.79,0,1,0,4,17,11,2.69,283,55,0,1
6,4,0.84,6,4,0.84,1,3,7,5,25,14,3.48,253,76,0,0
0,0,0.0,1,1,0.33,0,0,0,0,23,10,7.48,162,92,1,1
2,1,0.29,0,0,0.0,0,1,2,1,10,4,1.47,41,109,1,3
0,0,0.0,3,2,0.56,0,0,2,6,22,10,4.14,159,34,0,1
3,1,0.69,6,4,1.37,1,1,0,0,23,12,5.25,161,68,0,1
4,3,1.43,6,4,2.15,0,3,10,3,18,8,6.45,202,87,0,0
4,3,0.56,2,1,0.28,0,0,5,0,19,10,2.64,142,55,0,2
5,3,1.7,4,2,1.36,1,0,6,13,20,7,6.79,163,107,0,0
5,3,1.3,1,1,0.26,0,3,5,1,18,13,4.66,322,30,0,0
0,0,0.0,3,1,0.8,1,0,5,0,6,2,1.6,35,193,1,3
0,0,0.0,4,2,0.55,0,2,6,0,13,9,1.8,98,74,0,1
9,2,1.8,3,0,0.59,0,3,1,4,1,1,0.23,0,205,0,2
2,0,0.49,0,0,0.0,1,0,0,3,2,2,0.38,71,188,0,3
0,0,0.0,2,0,0.38,2,1,0,7,13,9,2.56,282,174,0,1
2,0,0.38,4,4,0.88,0,3,4,7,5,1,1.06,42,138,1,3
3,1,0.63,4,4,0.83,1,0,5,5,14,9,2.84,278,69,0,1
8,3,1.5,3,2,0.53,0,1,9,2,26,12,5.13,273,167,1,0
2,2,0.38,2,0,0.42,0,0,1,0,21,11,4.25,261,133,0,1
8,5,1.6,5,3,1.04,0,0,5,2,14,11,2.77,197,65,1,0
3,3,0.64,1,0,0.25,0,1,2,6,4,0,0.83,66,112,0,3
6,5,1.25,0,0,0.0,1,0,9,6,2,2,0.4,0,177,1,2
8,3,1.66,2,0,0.46,1,0,0,3,8,3,1.56,111,133,1,2
1,0,0.19,1,1,0.24,2,3,5,11,15,9,3.02,262,68,0,1
6,5,1.16,6,3,1.19,0,2,2,1,16,10,3.13,381,68,1,0
2,2,0.4,3,2,0.62,2,0,6,3,12,4,2.38,112,97,0,1
1,1,0.19,1,1,0.19,1,1,9,3,16,11,3.18,337,58,0,1
4,4,0.72,2,0,0.42,2,0,3,6,25,9,4.95,250,114,1,0
10,7,2.01,0,0,0.0,0,0,13,7,23,12,4.5,176,94,0,0
10,4,1.95,3,0,0.6,2,0,3,4,20,11,4.0,161,110,0,0
0,0,0.0,0,0,0.0,0,2,3,0,16,8,3.23,147,113,0,3
5,0,0.99,9,3,1.78,0,1,6,7,12,6,2.39,203,83,0,1
0,0,0.0,5,2,0.98,1,3,0,2,20,15,3.94,317,79,1,1
12,7,2.44,6,1,1.2,1,0,6,0,16,4,3.29,178,121,0,0
1,1,0.23,2,2,0.37,2,2,9,5,10,8,1.98,221,162,0,1
1,0,0.25,3,3,0.67,2,0,0,2,1,0,0.19,1,140,0,3
0,0,0.0,2,2,0.43,0,2,5,6,21,6,4.03,150,80,0,1
0,0,0.0,6,1,1.24,0,1,2,9,15,9,2.92,137,76,0,1
5,3,0.89,0,0,0.0,2,0,6,0,21,11,4.23,233,95,1,2
3,0,0.63,0,0,0.0,0,3,0,6,18,4,3.74,112,53,0,1
13,9,2.63,10,7,1.94,0,0,4,4,21,10,4.24,247,88,0,0
3,1,0.56,2,2,0.46,2,3,9,2,11,3,2.13,158,167,0,1
1,1,0.17,1,1,0.3,1,2,8,0,17,7,3.4,97,81,0,1
10,6,1.96,2,1,0.43,2,1,0,8,16,9,3.16,160,116,1,0
6,1,1.16,0,0,0.0,1,3,1,12,21,7,4.16,107,127,1,2
5,2,0.97,2,1,0.43,1,0,2,0,12,9,2.32,233,209,1,2
4,3,0.82,2,0,0.36,0,1,1,0,21,15,4.2,345,75,1,0
3,1,0.65,0,0,0.0,0,3,4,1,20,12,3.91,306,141,0,2
0,0,0.0,3,0,0.48,2,3,4,0,15,9,2.87,99,73,0,1
4,0,0.86,9,5,1.87,3,0,1,5,20,6,3.95,179,33,0,1
0,0,0.0,2,0,0.42,0,2,10,2,16,11,3.05,146,74,0,1
0,0,0.0,0,0,0.0,0,0,6,4,13,6,2.54,214,110,0,3
3,0,0.6,2,2,0.44,0,2,0,1,19,9,3.81,229,121,0,1
0,0,0.0,3,2,0.62,2,0,2,2,8,3,1.65,70,91,1,3
3,2,0.63,4,0,0.85,0,0,2,0,16,8,3.21,233,123,1,1
2,2,0.4,7,2,1.47,1,0,9,9,24,18,4.76,465,91,0,0
9,6,1.8,1,0,0.2,0,1,6,0,17,5,3.35,119,137,0,0
0,0,0.0,5,1,0.92,2,2,5,3,6,3,1.15,98,99,0,3
0,0,0.0,1,0,0.16,0,1,12,7,15,7,3.06,211,187,0,1
7,5,1.35,2,2,0.43,0,1,1,0,1,0,0.14,0,162,0,2
1,0,0.24,0,0,0.0,0,1,2,4,10,5,1.99,69,154,0,3
6,0,1.06,0,0,0.0,1,0,13,10,14,9,2.81,348,110,0,2
3,1,0.62,2,0,0.53,0,1,1,10,25,14,4.87,437,96,0,0
5,2,0.92,2,1,0.45,3,0,0,0,0,0,0.0,0,150,0,3
5,4,1.06,0,0,0.0,0,1,3,1,15,8,3.01,118,123,0,2
7,1,1.38,0,0,0.0,2,1,2,2,0,0,0.0,1,148,0,2
12,8,2.43,8,4,1.67,0,0,8,4,20,9,3.99,123,53,0,0
3,3,0.61,8,5,1.63,1,1,3,4,21,10,4.13,91,122,1,1
1,0,0.26,6,1,1.21,0,2,2,5,11,7,2.2,135,174,0,1
0,0,0.0,8,5,1.53,0,1,0,4,15,9,3.0,212,24,1,1
1,0,0.26,3,2,0.58,2,2,2,8,9,4,1.84,127,156,1,3
0,0,0.0,1,1,0.1,0,1,4,0,23,18,4.59,314,84,0,1
0,0,0.0,6,5,1.25,2,2,0,13,19,12,3.79,268,89,0,1
5,3,1.02,5,0,1.01,1,1,0,10,23,14,4.66,413,56,1,0
8,5,1.65,6,4,1.16,0,0,5,6,20,14,3.93,165,51,1,0
0,0,0.0,6,3,1.25,4,3,4,4,19,10,3.78,255,17,0,1
1,1,0.2,1,1,0.22,0,0,3,10,24,7,4.82,148,80,1,1
9,7,1.76,7,6,1.48,0,0,0,15,22,10,4.24,264,75,1,0
3,1,0.64,0,0,0.0,0,1,0,1,2,1,0.47,103,103,1,3
7,7,1.43,3,3,0.67,0,3,2,3,2,0,0.39,0,172,0,2
3,0,0.54,2,0,0.41,2,0,0,4,0,0,0.0,2,123,1,3
5,4,1.02,1,0,0.16,0,0,13,1,19,15,3.75,299,98,1,0
1,1,0.19,2,0,0.43,1,0,4,6,24,8,4.79,82,22,0,1
5,4,1.01,2,2,0.4,0,0,4,10,29,14,5.78,416,72,1,0
12,6,2.36,2,1,0.42,2,3,8,16,24,14,4.71,416,81,0,0
4,2,0.87,0,0,0.0,0,3,9,13,22,7,4.35,95,29,0,2
2,0,0.37,1,1,0.08,2,0,1,5,11,3,2.21,53,82,1,3
0,0,0.0,5,5,0.98,2,0,4,10,2,2,0.47,19,188,1,3
8,6,1.61,2,0,0.43,0,3,10,11,22,8,4.35,112,121,1,0
1,1,0.19,4,3,0.83,2,0,0,5,20,13,3.91,297,27,1,1
1,0,0.22,0,0,0.0,2,0,0,2,1,0,0.22,0,153,0,3
1,0,0.22,4,1,0.81,1,0,8,7,26,11,5.15,193,56,1,1
4,3,0.9,2,2,0.38,0,0,1,1,9,4,1.83,81,139,1,2
0,0,0.0,3,3,0.59,1,0,2,0,15,7,2.94,208,65,0,1
3,0,0.51,5,5,1.06,0,0,3,0,15,9,2.91,171,132,1,1
11,6,2.17,3,3,0.53,3,1,5,4,25,19,5.05,564,139,0,0
0,0,0.0,3,2,0.69,0,1,0,3,17,12,3.36,192,152,1,1
2,2,0.39,0,0,0.0,2,1,5,5,8,3,1.54,80,188,1,3
0,0,0.0,4,3,0.9,0,3,3,6,4,3,0.76,46,136,0,3
0,0,0.0,11,2,2.29,0,3,0,11,23,14,4.64,198,21,1,1
1,0,0.15,4,4,0.69,0,0,12,16,19,11,3.89,313,101,1,1
0,0,0.0,0,0,0.0,0,1,7,7,5,0,0.95,21,117,0,3
0,0,0.0,0,0,0.0,2,2,9,10,21,16,4.16,154,86,0,1
0,0,0.0,3,2,0.59,1,3,4,6,21,8,4.19,195,92,0,1
0,0,0.0,3,1,0.62,0,0,1,3,12,8,2.29,195,132,0,1
10,7,1.93,7,7,1.47,1,1,0,10,20,9,3.95,379,95,1,0
6,1,1.2,8,3,1.55,2,1,10,6,25,17,5.06,418,100,0,0
3,0,0.5,8,5,1.73,2,2,4,9,23,13,4.55,198,97,1,1
6,5,1.08,6,3,1.17,2,0,2,8,23,16,4.63,345,31,0,0
4,1,0.83,0,0,0.0,1,0,2,3,21,8,4.17,209,74,0,2
0,0,0.0,6,0,1.25,0,2,1,5,19,6,3.67,167,63,0,1
0,0,0.0,4,3,0.81,2,1,9,3,15,5,3.03,62,88,0,1
10,6,2.0,2,2,0.51,2,0,4,7,16,3,3.16,88,151,0,0
8,7,1.59,2,2,0.35,2,3,5,0,25,10,5.04,186,75,0,0
5,2,0.92,4,4,0.81,0,0,8,6,1,1,0.21,1,195,1,3
0,0,0.0,2,1,0.46,1,0,8,0,9,5,1.79,80,101,1,3
12,5,2.48,3,1,0.56,0,3,0,0,20,13,4.0,213,65,1,0
5,2,1.1,4,0,0.86,2,0,5,3,17,7,3.4,201,101,0,2
4,2,0.82,5,3,1.02,3,0,1,1,28,12,5.48,253,27,0,0
8,4,1.6,1,0,0.15,0,1,7,1,17,10,3.43,170,97,0,0
5,3,1.09,5,5,1.06,2,0,6,0,22,8,4.37,172,17,0,0
5,5,1.01,3,3,0.59,1,0,4,4,23,19,4.57,420,35,0,0
2,2,0.38,0,0,0.0,0,0,5,0,17,9,3.4,142,54,0,1
2,2,0.37,6,0,1.16,0,0,7,6,19,12,3.82,335,54,1,1
8,4,1.63,5,5,0.93,1,3,6,2,17,4,3.43,111,83,1,0
0,0,0.0,2,0,0.38,1,3,3,0,9,3,1.82,116,84,1,3
1,1,0.26,5,5,0.99,2,0,13,0,16,8,3.09,315,109,1,1
5,1,0.93,10,2,2.01,1,0,0,5,19,5,3.77,141,94,1,1
9,6,1.76,0,0,0.0,0,0,1,0,16,8,3.13,123,78,0,0
0,0,0.0,7,5,1.5,2,1,1,4,2,0,0.41,1,94,0,3
0,0,0.0,5,3,0.99,0,3,11,0,16,10,3.17,217,63,0,1
9,5,1.79,1,1,0.29,0,3,0,6,1,1,0.3,31,128,1,2
0,0,0.0,4,1,0.85,1,0,1,6,30,10,5.89,150,66,0,1
7,3,1.45,5,5,1.0,1,0,6,9,17,5,3.38,107,61,0,0
2,2,0.38,5,1,1.02,2,0,6,10,21,13,4.18,353,20,0,1
7,6,1.32,0,0,0.0,2,3,0,7,11,7,2.16,235,131,0,2
0,0,0.0,1,1,0.25,0,1,2,2,8,1,1.59,49,173,1,3
2,0,0.39,3,0,0.66,3,1,2,0,23,9,4.68,291,83,1,1
2,0,0.39,1,1,0.13,0,3,8,3,17,4,3.4,127,185,1,3
1,0,0.24,1,0,0.25,0,3,9,2,25,10,5.04,330,86,1,1
5,0,1.04,1,0,0.22,2,1,4,1,14,7,2.76,122,164,0,2
2,0,0.36,0,0,0.0,0,0,2,2,10,2,2.03,62,138,0,3
0,0,0.0,4,3,0.79,0,0,6,1,17,6,3.34,144,86,1,1
2,0,0.32,3,0,0.64,0,0,4,3,14,11,2.74,299,78,0,1
4,0,0.79,0,0,0.0,0,2,7,0,18,11,3.49,396,157,0,2
4,0,0.76,4,2,0.81,0,1,4,3,11,8,2.13,237,130,1,1
0,0,0.0,2,0,0.45,0,1,1,5,21,14,4.18,394,11,0,1
3,3,0.58,0,0,0.0,1,0,2,5,20,15,4.05,425,41,0,0
1,0,0.19,4,4,0.8,1,2,13,16,15,11,2.98,314,100,1,1
14,9,2.72,1,0,0.22,0,1,5,10,19,12,3.79,217,160,0,0
0,0,0.0,3,0,0.58,0,0,1,0,16,8,3.24,235,147,0,1
7,6,1.39,5,1,0.98,0,2,8,6,2,1,0.38,15,144,1,2
1,1,0.27,1,1,0.15,1,3,4,2,17,4,3.33,122,160,1,3
6,3,1.24,9,2,1.82,0,1,6,3,10,5,1.94,154,174,0,2
4,4,0.82,5,5,1.1,0,0,3,19,23,13,4.63,239,31,1,0
4,2,0.77,3,3,0.63,0,0,2,2,20,8,3.98,120,88,0,1
5,3,0.95,2,0,0.39,2,0,11,4,19,14,3.78,298,71,0,0
4,1,0.83,0,0,0.0,2,2,0,4,19,11,3.73,205,77,0,1
8,3,1.54,4,4,0.8,3,2,3,12,24,12,4.84,271,133,0,0
9,4,1.88,2,2,0.44,0,1,1,0,19,13,3.87,267,134,0,0
3,3,0.6,4,3,0.83,1,2,4,6,20,6,3.98,73,70,0,1
1,1,0.3,6,3,1.13,0,3,4,7,10,1,2.03,32,129,0,1
0,0,0.0,10,3,2.01,1,1,8,0,22,10,4.34,362,48,1,1
9,9,1.82,8,6,1.71,1,2,6,7,19,8,3.84,188,96,0,0
0,0,0.0,3,2,0.57,0,1,0,1,2,0,0.43,33,131,0,3
5,4,0.97,1,1,0.28,1,0,0,2,12,6,2.32,94,219,1,2
13,8,2.67,0,0,0.0,2,3,6,1,23,10,4.59,173,112,0,0
3,3,0.58,5,4,0.98,0,1,3,3,14,12,2.8,350,180,0,1
1,0,0.12,3,2,0.61,0,0,4,1,10,6,2.0,130,118,0,1
5,3,1.06,4,4,0.75,0,1,0,2,20,11,4.0,136,26,0,0
0,0,0.0,6,2,1.25,0,2,7,0,17,11,3.38,219,65,1,1
7,7,1.37,5,0,0.95,0,3,0,0,24,20,4.76,196,34,0,0
11,3,2.21,0,0,0.0,2,1,3,3,0,0,0.0,2,153,0,2
0,0,0.0,9,5,1.9,4,1,6,3,20,14,3.96,220,18,0,1
12,8,2.47,1,1,0.17,0,0,10,4,24,13,4.74,269,51,0,0
0,0,0.0,5,4,1.02,0,1,4,12,17,5,3.43,85,9,0,1
